Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
11986,14-05-2021 17:00,05-14-2021 09:00,15-05-2021 03:22,Delhi,179,DRUG OFFENSE,70,F,Other,Other Crime,18,Yes,21-06-2021 17:00
11987,14-05-2021 15:00,05-14-2021 10:00,14-05-2021 19:35,Jaipur,418,DRUG OFFENSE,13,F,None,Other Crime,5,Yes,20-07-2021 15:00
11988,17-05-2021 02:00,05-14-2021 11:00,15-05-2021 03:56,Faridabad,321,TRAFFIC VIOLATION,69,F,Blunt Object,Traffic Fatality,13,No,
11989,15-05-2021 09:00,05-14-2021 12:00,15-05-2021 10:43,Varanasi,261,HOMICIDE,59,F,Firearm,Other Crime,18,No,
11990,16-05-2021 23:00,05-14-2021 13:00,15-05-2021 08:08,Chennai,166,IDENTITY THEFT,40,F,Blunt Object,Violent Crime,11,Yes,11-06-2021 23:00
11991,14-05-2021 21:00,05-14-2021 14:00,15-05-2021 08:36,Pune,333,FIREARM OFFENSE,76,F,Explosives,Fire Accident,13,Yes,01-07-2021 21:00
11992,15-05-2021 12:00,05-14-2021 15:00,15-05-2021 08:46,Bangalore,489,ARSON,74,F,Firearm,Fire Accident,7,No,
11993,17-05-2021 00:00,05-14-2021 16:00,15-05-2021 11:43,Hyderabad,488,ARSON,12,F,Knife,Fire Accident,10,No,
11994,16-05-2021 13:00,05-14-2021 17:00,15-05-2021 13:26,Nashik,198,HOMICIDE,33,F,Knife,Other Crime,12,No,
11995,17-05-2021 05:00,05-14-2021 18:00,15-05-2021 08:23,Delhi,154,ILLEGAL POSSESSION,29,M,Knife,Other Crime,5,Yes,27-06-2021 05:00
11996,15-05-2021 11:00,05-14-2021 19:00,15-05-2021 15:42,Hyderabad,531,CYBERCRIME,28,F,Explosives,Other Crime,2,No,
11997,17-05-2021 15:00,05-14-2021 20:00,15-05-2021 19:10,Jaipur,328,IDENTITY THEFT,59,F,Explosives,Violent Crime,3,No,
11998,16-05-2021 00:00,05-14-2021 21:00,14-05-2021 23:31,Delhi,308,ARSON,59,F,Blunt Object,Fire Accident,9,No,
11999,17-05-2021 19:00,05-14-2021 22:00,15-05-2021 05:33,Hyderabad,544,DOMESTIC VIOLENCE,71,F,None,Violent Crime,13,No,
12000,16-05-2021 23:00,05-14-2021 23:00,15-05-2021 04:39,Delhi,403,HOMICIDE,75,M,Knife,Other Crime,16,No,
12001,17-05-2021 09:00,05-15-2021 00:00,15-05-2021 03:31,Ghaziabad,185,EXTORTION,34,F,Blunt Object,Other Crime,19,No,
12002,17-05-2021 23:00,05-15-2021 01:00,15-05-2021 20:52,Hyderabad,449,ARSON,69,F,Firearm,Fire Accident,13,Yes,04-06-2021 23:00
12003,15-05-2021 11:00,05-15-2021 02:00,16-05-2021 00:34,Mumbai,399,EXTORTION,75,F,Explosives,Other Crime,4,Yes,07-08-2021 11:00
12004,17-05-2021 00:00,05-15-2021 03:00,15-05-2021 15:30,Lucknow,486,SEXUAL ASSAULT,32,F,Knife,Violent Crime,5,No,
12005,18-05-2021 01:00,05-15-2021 04:00,15-05-2021 18:05,Ahmedabad,150,DOMESTIC VIOLENCE,18,F,Knife,Violent Crime,2,Yes,31-05-2021 01:00
12006,15-05-2021 13:00,05-15-2021 05:00,16-05-2021 02:04,Kolkata,531,ARSON,60,F,Other,Fire Accident,10,No,
12007,16-05-2021 22:00,05-15-2021 06:00,15-05-2021 17:38,Mumbai,592,SEXUAL ASSAULT,19,M,Other,Violent Crime,8,No,
12008,18-05-2021 01:00,05-15-2021 07:00,15-05-2021 23:23,Kolkata,536,ILLEGAL POSSESSION,77,M,Firearm,Other Crime,17,Yes,25-06-2021 01:00
12009,15-05-2021 09:00,05-15-2021 08:00,15-05-2021 19:25,Ahmedabad,515,COUNTERFEITING,49,F,Other,Other Crime,13,Yes,20-07-2021 09:00
12010,16-05-2021 15:00,05-15-2021 09:00,15-05-2021 10:26,Bangalore,184,DRUG OFFENSE,42,F,None,Other Crime,2,No,
12011,15-05-2021 17:00,05-15-2021 10:00,15-05-2021 11:46,Chennai,443,FRAUD,31,M,None,Other Crime,14,Yes,11-07-2021 17:00
12012,16-05-2021 19:00,05-15-2021 11:00,16-05-2021 04:15,Ahmedabad,373,BURGLARY,76,M,Explosives,Other Crime,17,Yes,22-07-2021 19:00
12013,17-05-2021 06:00,05-15-2021 12:00,16-05-2021 09:13,Hyderabad,275,VANDALISM,79,F,Knife,Other Crime,8,Yes,23-07-2021 06:00
12014,15-05-2021 14:00,05-15-2021 13:00,16-05-2021 08:44,Hyderabad,321,EXTORTION,40,F,Poison,Other Crime,11,Yes,08-06-2021 14:00
12015,16-05-2021 14:00,05-15-2021 14:00,16-05-2021 07:42,Srinagar,527,COUNTERFEITING,61,F,None,Other Crime,18,No,
12016,16-05-2021 20:00,05-15-2021 15:00,16-05-2021 06:51,Chennai,512,TRAFFIC VIOLATION,19,F,Firearm,Traffic Fatality,16,No,
12017,16-05-2021 03:00,05-15-2021 16:00,16-05-2021 09:44,Chennai,326,HOMICIDE,70,F,Knife,Other Crime,17,No,
12018,17-05-2021 19:00,05-15-2021 17:00,15-05-2021 22:39,Nagpur,274,EXTORTION,69,F,Poison,Other Crime,1,Yes,04-07-2021 19:00
12019,16-05-2021 04:00,05-15-2021 18:00,16-05-2021 04:54,Ahmedabad,263,DRUG OFFENSE,58,F,Poison,Other Crime,17,No,
12020,18-05-2021 03:00,05-15-2021 19:00,16-05-2021 12:37,Mumbai,266,VANDALISM,72,F,Blunt Object,Other Crime,10,Yes,24-06-2021 03:00
12021,17-05-2021 19:00,05-15-2021 20:00,16-05-2021 07:30,Delhi,263,IDENTITY THEFT,19,F,None,Violent Crime,1,Yes,20-07-2021 19:00
12022,16-05-2021 01:00,05-15-2021 21:00,15-05-2021 23:04,Chennai,474,ASSAULT,17,M,Other,Violent Crime,12,Yes,29-06-2021 01:00
12023,16-05-2021 15:00,05-15-2021 22:00,16-05-2021 04:53,Pune,459,SEXUAL ASSAULT,74,M,Firearm,Violent Crime,13,Yes,29-08-2022 15:00
12024,18-05-2021 07:00,05-15-2021 23:00,16-05-2021 17:24,Kolkata,549,EXTORTION,45,F,Knife,Other Crime,15,Yes,19-07-2021 07:00
12025,17-05-2021 00:00,05-16-2021 00:00,16-05-2021 01:21,Delhi,193,VANDALISM,68,M,Blunt Object,Other Crime,2,Yes,02-07-2021 00:00
12026,17-05-2021 12:00,05-16-2021 01:00,16-05-2021 07:37,Lucknow,165,VANDALISM,66,F,Poison,Other Crime,16,No,
12027,17-05-2021 01:00,05-16-2021 02:00,16-05-2021 22:28,Delhi,234,SHOPLIFTING,19,M,Poison,Other Crime,7,Yes,01-07-2021 01:00
12028,18-05-2021 17:00,05-16-2021 03:00,16-05-2021 21:53,Hyderabad,389,ILLEGAL POSSESSION,71,F,Blunt Object,Other Crime,5,No,
12029,19-05-2021 00:00,05-16-2021 04:00,16-05-2021 05:58,Hyderabad,274,IDENTITY THEFT,34,M,Firearm,Violent Crime,3,Yes,11-08-2021 00:00
12030,19-05-2021 01:00,05-16-2021 05:00,16-05-2021 20:41,Nagpur,551,ASSAULT,42,M,Explosives,Violent Crime,14,No,
12031,18-05-2021 00:00,05-16-2021 06:00,16-05-2021 21:49,Thane,568,FIREARM OFFENSE,49,F,Knife,Fire Accident,17,Yes,08-08-2021 00:00
12032,18-05-2021 08:00,05-16-2021 07:00,16-05-2021 22:20,Hyderabad,595,TRAFFIC VIOLATION,51,F,Knife,Traffic Fatality,3,No,
12033,17-05-2021 16:00,05-16-2021 08:00,16-05-2021 20:47,Patna,578,FRAUD,30,F,Explosives,Other Crime,10,No,
12034,19-05-2021 06:00,05-16-2021 09:00,16-05-2021 18:53,Hyderabad,121,IDENTITY THEFT,61,F,Poison,Violent Crime,7,No,
12035,19-05-2021 05:00,05-16-2021 10:00,16-05-2021 11:22,Pune,169,VEHICLE - STOLEN,41,F,Firearm,Violent Crime,10,No,
12036,18-05-2021 23:00,05-16-2021 11:00,16-05-2021 13:08,Pune,331,TRAFFIC VIOLATION,60,F,Other,Traffic Fatality,19,No,
12037,17-05-2021 13:00,05-16-2021 12:00,16-05-2021 13:04,Delhi,581,CYBERCRIME,50,F,Blunt Object,Other Crime,9,Yes,10-06-2021 13:00
12038,17-05-2021 18:00,05-16-2021 13:00,16-05-2021 14:30,Kanpur,476,DRUG OFFENSE,25,F,Poison,Other Crime,13,No,
12039,18-05-2021 03:00,05-16-2021 14:00,17-05-2021 08:14,Nagpur,444,DRUG OFFENSE,53,F,Blunt Object,Other Crime,4,Yes,06-06-2021 03:00
12040,19-05-2021 10:00,05-16-2021 15:00,16-05-2021 17:53,Pune,369,KIDNAPPING,66,F,Other,Other Crime,6,Yes,21-07-2021 10:00
12041,17-05-2021 03:00,05-16-2021 16:00,17-05-2021 10:30,Nashik,228,IDENTITY THEFT,22,F,Other,Violent Crime,18,No,
12042,18-05-2021 02:00,05-16-2021 17:00,17-05-2021 04:01,Lucknow,595,ROBBERY,45,F,Firearm,Violent Crime,9,Yes,17-07-2021 02:00
12043,19-05-2021 01:00,05-16-2021 18:00,17-05-2021 09:03,Pune,149,TRAFFIC VIOLATION,61,F,Explosives,Traffic Fatality,12,Yes,30-05-2021 01:00
12044,19-05-2021 03:00,05-16-2021 19:00,17-05-2021 02:56,Thane,197,KIDNAPPING,50,F,Blunt Object,Other Crime,17,No,
12045,19-05-2021 08:00,05-16-2021 20:00,16-05-2021 22:46,Pune,448,SHOPLIFTING,13,M,None,Other Crime,6,No,
12046,19-05-2021 07:00,05-16-2021 21:00,17-05-2021 17:12,Nagpur,386,BURGLARY,32,F,Firearm,Other Crime,17,No,
12047,17-05-2021 03:00,05-16-2021 22:00,17-05-2021 13:46,Pune,583,PUBLIC INTOXICATION,58,F,Blunt Object,Other Crime,5,No,
12048,18-05-2021 00:00,05-16-2021 23:00,17-05-2021 05:35,Agra,539,PUBLIC INTOXICATION,46,F,Explosives,Other Crime,15,No,
12049,19-05-2021 09:00,05-17-2021 00:00,17-05-2021 22:45,Nashik,363,DRUG OFFENSE,24,F,Other,Other Crime,2,No,
12050,20-05-2021 00:00,05-17-2021 01:00,17-05-2021 21:49,Kolkata,201,CYBERCRIME,21,F,Blunt Object,Other Crime,19,Yes,27-06-2021 00:00
12051,17-05-2021 04:00,05-17-2021 02:00,17-05-2021 11:28,Kolkata,231,ARSON,34,F,Explosives,Fire Accident,14,Yes,30-07-2021 04:00
12052,20-05-2021 02:00,05-17-2021 03:00,17-05-2021 23:43,Bangalore,556,FRAUD,51,M,Firearm,Other Crime,9,Yes,09-07-2021 02:00
12053,17-05-2021 23:00,05-17-2021 04:00,18-05-2021 03:02,Mumbai,168,VANDALISM,12,F,None,Other Crime,1,No,
12054,17-05-2021 20:00,05-17-2021 05:00,17-05-2021 11:57,Surat,310,FRAUD,41,M,Blunt Object,Other Crime,9,No,
12055,20-05-2021 01:00,05-17-2021 06:00,17-05-2021 21:03,Thane,176,CYBERCRIME,75,F,Poison,Other Crime,9,No,
12056,19-05-2021 21:00,05-17-2021 07:00,17-05-2021 08:27,Ludhiana,415,PUBLIC INTOXICATION,21,M,Knife,Other Crime,10,No,
12057,17-05-2021 21:00,05-17-2021 08:00,17-05-2021 19:37,Mumbai,535,CYBERCRIME,16,M,Blunt Object,Other Crime,18,No,
12058,19-05-2021 06:00,05-17-2021 09:00,17-05-2021 11:45,Delhi,134,DOMESTIC VIOLENCE,64,F,None,Violent Crime,4,No,
12059,18-05-2021 12:00,05-17-2021 10:00,17-05-2021 16:57,Delhi,179,SHOPLIFTING,79,F,Other,Other Crime,13,Yes,30-07-2021 12:00
12060,20-05-2021 05:00,05-17-2021 11:00,17-05-2021 18:46,Pune,593,SHOPLIFTING,41,F,Firearm,Other Crime,13,Yes,05-08-2021 05:00
12061,18-05-2021 02:00,05-17-2021 12:00,18-05-2021 11:26,Ahmedabad,153,TRAFFIC VIOLATION,52,F,Explosives,Traffic Fatality,1,No,
12062,19-05-2021 11:00,05-17-2021 13:00,18-05-2021 01:42,Kolkata,599,CYBERCRIME,20,F,Explosives,Other Crime,8,No,
12063,18-05-2021 11:00,05-17-2021 14:00,17-05-2021 19:30,Mumbai,270,KIDNAPPING,49,F,None,Other Crime,7,Yes,01-07-2021 11:00
12064,20-05-2021 12:00,05-17-2021 15:00,18-05-2021 13:32,Bhopal,401,VEHICLE - STOLEN,66,M,Other,Violent Crime,19,Yes,06-08-2021 12:00
12065,19-05-2021 20:00,05-17-2021 16:00,18-05-2021 15:25,Surat,114,DOMESTIC VIOLENCE,31,F,Poison,Violent Crime,9,Yes,15-07-2021 20:00
12066,18-05-2021 17:00,05-17-2021 17:00,17-05-2021 22:53,Bangalore,111,DOMESTIC VIOLENCE,15,F,Explosives,Violent Crime,10,Yes,09-06-2021 17:00
12067,18-05-2021 03:00,05-17-2021 18:00,18-05-2021 15:38,Delhi,476,ASSAULT,11,F,Explosives,Violent Crime,7,Yes,11-06-2021 03:00
12068,19-05-2021 15:00,05-17-2021 19:00,17-05-2021 22:40,Jaipur,585,FRAUD,50,F,Firearm,Other Crime,10,No,
12069,20-05-2021 15:00,05-17-2021 20:00,18-05-2021 07:14,Mumbai,367,BURGLARY,32,M,Firearm,Other Crime,11,Yes,26-09-2021 15:00
12070,18-05-2021 19:00,05-17-2021 21:00,18-05-2021 05:32,Visakhapatnam,189,FRAUD,45,F,Knife,Other Crime,3,No,
12071,18-05-2021 07:00,05-17-2021 22:00,18-05-2021 04:21,Mumbai,576,KIDNAPPING,77,F,Knife,Other Crime,14,Yes,24-07-2021 07:00
12072,18-05-2021 07:00,05-17-2021 23:00,18-05-2021 07:35,Hyderabad,422,DOMESTIC VIOLENCE,47,F,None,Violent Crime,11,No,
12073,19-05-2021 03:00,05-18-2021 00:00,18-05-2021 03:37,Delhi,565,KIDNAPPING,63,F,Blunt Object,Other Crime,8,Yes,08-06-2021 03:00
12074,19-05-2021 05:00,05-18-2021 01:00,18-05-2021 06:34,Bangalore,326,ROBBERY,34,M,Firearm,Violent Crime,15,No,
12075,19-05-2021 21:00,05-18-2021 02:00,18-05-2021 04:09,Bangalore,579,ILLEGAL POSSESSION,61,F,Blunt Object,Other Crime,5,No,
12076,20-05-2021 17:00,05-18-2021 03:00,18-05-2021 10:58,Chennai,576,COUNTERFEITING,75,M,Firearm,Other Crime,13,Yes,17-07-2021 17:00
12077,18-05-2021 09:00,05-18-2021 04:00,18-05-2021 08:49,Chennai,558,EXTORTION,57,F,Explosives,Other Crime,16,No,
12078,20-05-2021 05:00,05-18-2021 05:00,19-05-2021 02:00,Visakhapatnam,489,FRAUD,34,F,Other,Other Crime,6,No,
12079,18-05-2021 14:00,05-18-2021 06:00,19-05-2021 00:14,Meerut,454,CYBERCRIME,60,M,None,Other Crime,5,No,
12080,21-05-2021 05:00,05-18-2021 07:00,18-05-2021 09:49,Delhi,390,DOMESTIC VIOLENCE,27,F,Blunt Object,Violent Crime,1,No,
12081,21-05-2021 02:00,05-18-2021 08:00,18-05-2021 09:00,Hyderabad,590,COUNTERFEITING,40,F,Knife,Other Crime,8,No,
12082,20-05-2021 06:00,05-18-2021 09:00,18-05-2021 09:56,Delhi,420,COUNTERFEITING,27,M,None,Other Crime,16,Yes,30-05-2021 06:00
12083,18-05-2021 12:00,05-18-2021 10:00,19-05-2021 08:37,Jaipur,370,HOMICIDE,35,F,Knife,Other Crime,4,No,
12084,20-05-2021 00:00,05-18-2021 11:00,19-05-2021 08:51,Mumbai,165,IDENTITY THEFT,54,F,Blunt Object,Violent Crime,9,No,
12085,19-05-2021 15:00,05-18-2021 12:00,19-05-2021 11:19,Kalyan,471,ASSAULT,22,F,Firearm,Violent Crime,17,No,
12086,20-05-2021 17:00,05-18-2021 13:00,19-05-2021 00:51,Kanpur,150,EXTORTION,56,M,Firearm,Other Crime,5,Yes,27-06-2021 17:00
12087,18-05-2021 15:00,05-18-2021 14:00,18-05-2021 14:30,Delhi,130,FRAUD,24,M,Knife,Other Crime,7,Yes,13-07-2021 15:00
12088,21-05-2021 09:00,05-18-2021 15:00,19-05-2021 06:22,Jaipur,324,DOMESTIC VIOLENCE,75,F,Knife,Violent Crime,16,No,
12089,18-05-2021 18:00,05-18-2021 16:00,18-05-2021 19:51,Visakhapatnam,228,ARSON,38,F,Blunt Object,Fire Accident,17,Yes,12-07-2021 18:00
12090,20-05-2021 20:00,05-18-2021 17:00,19-05-2021 04:22,Mumbai,185,SEXUAL ASSAULT,40,F,Blunt Object,Violent Crime,18,No,
12091,19-05-2021 14:00,05-18-2021 18:00,19-05-2021 06:09,Bangalore,285,VANDALISM,28,M,Blunt Object,Other Crime,1,No,
12092,20-05-2021 11:00,05-18-2021 19:00,19-05-2021 18:46,Mumbai,131,IDENTITY THEFT,63,F,Explosives,Violent Crime,19,Yes,04-06-2021 11:00
12093,18-05-2021 21:00,05-18-2021 20:00,19-05-2021 08:49,Varanasi,261,FRAUD,38,F,Firearm,Other Crime,19,No,
12094,20-05-2021 05:00,05-18-2021 21:00,19-05-2021 16:05,Agra,341,VEHICLE - STOLEN,79,M,None,Violent Crime,18,Yes,30-05-2021 05:00
12095,19-05-2021 00:00,05-18-2021 22:00,19-05-2021 09:10,Bangalore,575,ROBBERY,33,F,Knife,Violent Crime,10,Yes,26-08-2021 00:00
12096,19-05-2021 23:00,05-18-2021 23:00,19-05-2021 09:52,Delhi,405,COUNTERFEITING,54,F,None,Other Crime,14,Yes,07-07-2021 23:00
12097,21-05-2021 20:00,05-19-2021 00:00,19-05-2021 09:20,Delhi,194,ARSON,46,M,Explosives,Fire Accident,9,Yes,02-08-2021 20:00
12098,21-05-2021 13:00,05-19-2021 01:00,19-05-2021 06:37,Mumbai,287,VANDALISM,16,F,Poison,Other Crime,16,No,
12099,20-05-2021 07:00,05-19-2021 02:00,19-05-2021 14:08,Rajkot,342,HOMICIDE,23,M,Knife,Other Crime,12,Yes,14-03-2022 07:00
12100,20-05-2021 04:00,05-19-2021 03:00,19-05-2021 14:47,Kolkata,278,ILLEGAL POSSESSION,21,M,Blunt Object,Other Crime,16,Yes,27-06-2021 04:00
12101,19-05-2021 21:00,05-19-2021 04:00,20-05-2021 02:41,Bangalore,586,FRAUD,40,M,Explosives,Other Crime,11,Yes,24-06-2021 21:00
12102,19-05-2021 09:00,05-19-2021 05:00,20-05-2021 01:13,Mumbai,114,PUBLIC INTOXICATION,64,F,Other,Other Crime,17,Yes,23-05-2021 09:00
12103,20-05-2021 06:00,05-19-2021 06:00,19-05-2021 09:37,Thane,496,DRUG OFFENSE,74,F,None,Other Crime,14,Yes,05-06-2021 06:00
12104,22-05-2021 05:00,05-19-2021 07:00,19-05-2021 07:54,Chennai,351,SEXUAL ASSAULT,49,M,Knife,Violent Crime,18,Yes,18-03-2022 05:00
12105,19-05-2021 18:00,05-19-2021 08:00,19-05-2021 10:17,Hyderabad,480,EXTORTION,41,F,Firearm,Other Crime,13,Yes,18-06-2021 18:00
12106,20-05-2021 08:00,05-19-2021 09:00,20-05-2021 00:21,Chennai,367,DOMESTIC VIOLENCE,69,F,None,Violent Crime,17,No,
12107,21-05-2021 06:00,05-19-2021 10:00,20-05-2021 02:26,Kalyan,364,ASSAULT,52,M,None,Violent Crime,19,No,
12108,22-05-2021 02:00,05-19-2021 11:00,19-05-2021 16:36,Lucknow,367,HOMICIDE,46,M,Blunt Object,Other Crime,3,No,
12109,21-05-2021 10:00,05-19-2021 12:00,19-05-2021 20:14,Indore,328,FRAUD,27,F,Explosives,Other Crime,1,No,
12110,20-05-2021 14:00,05-19-2021 13:00,20-05-2021 05:15,Hyderabad,554,ARSON,60,F,Poison,Fire Accident,11,No,
12111,21-05-2021 13:00,05-19-2021 14:00,19-05-2021 14:47,Chennai,307,IDENTITY THEFT,65,F,None,Violent Crime,14,No,
12112,21-05-2021 14:00,05-19-2021 15:00,19-05-2021 18:07,Hyderabad,382,SEXUAL ASSAULT,11,M,Other,Violent Crime,17,No,
12113,21-05-2021 19:00,05-19-2021 16:00,20-05-2021 11:59,Chennai,290,DOMESTIC VIOLENCE,30,F,Firearm,Violent Crime,9,No,
12114,21-05-2021 22:00,05-19-2021 17:00,20-05-2021 03:00,Kolkata,224,HOMICIDE,22,F,Poison,Other Crime,11,No,
12115,22-05-2021 05:00,05-19-2021 18:00,20-05-2021 16:01,Kolkata,112,DRUG OFFENSE,26,F,Blunt Object,Other Crime,12,Yes,10-07-2021 05:00
12116,21-05-2021 20:00,05-19-2021 19:00,20-05-2021 02:17,Indore,566,DOMESTIC VIOLENCE,39,M,Knife,Violent Crime,4,Yes,27-07-2021 20:00
12117,21-05-2021 14:00,05-19-2021 20:00,20-05-2021 10:16,Indore,536,FRAUD,30,M,Firearm,Other Crime,18,Yes,08-07-2021 14:00
12118,21-05-2021 03:00,05-19-2021 21:00,20-05-2021 11:07,Pune,195,BURGLARY,15,F,None,Other Crime,1,Yes,26-09-2021 03:00
12119,21-05-2021 06:00,05-19-2021 22:00,20-05-2021 16:03,Chennai,301,PUBLIC INTOXICATION,40,F,Poison,Other Crime,17,No,
12120,20-05-2021 15:00,05-19-2021 23:00,20-05-2021 01:23,Hyderabad,101,PUBLIC INTOXICATION,70,M,None,Other Crime,9,No,
12121,21-05-2021 07:00,05-20-2021 00:00,20-05-2021 03:10,Delhi,573,DRUG OFFENSE,56,F,Firearm,Other Crime,15,No,
12122,22-05-2021 21:00,05-20-2021 01:00,20-05-2021 20:48,Delhi,465,PUBLIC INTOXICATION,37,F,Knife,Other Crime,3,No,
12123,21-05-2021 05:00,05-20-2021 02:00,20-05-2021 17:50,Hyderabad,204,PUBLIC INTOXICATION,42,F,Blunt Object,Other Crime,5,Yes,07-06-2021 05:00
12124,21-05-2021 12:00,05-20-2021 03:00,20-05-2021 06:07,Kolkata,474,SEXUAL ASSAULT,12,M,Knife,Violent Crime,16,No,
12125,22-05-2021 19:00,05-20-2021 04:00,20-05-2021 06:50,Ahmedabad,215,SEXUAL ASSAULT,40,F,Poison,Violent Crime,1,Yes,19-03-2022 19:00
12126,21-05-2021 17:00,05-20-2021 05:00,21-05-2021 02:17,Pune,427,KIDNAPPING,53,F,Knife,Other Crime,4,No,
12127,23-05-2021 01:00,05-20-2021 06:00,21-05-2021 05:44,Delhi,473,IDENTITY THEFT,10,F,Other,Violent Crime,14,Yes,13-07-2021 01:00
12128,23-05-2021 01:00,05-20-2021 07:00,20-05-2021 20:01,Faridabad,288,VEHICLE - STOLEN,19,F,Other,Violent Crime,13,Yes,09-06-2021 01:00
12129,22-05-2021 03:00,05-20-2021 08:00,21-05-2021 02:52,Vasai,581,TRAFFIC VIOLATION,15,F,Poison,Traffic Fatality,13,Yes,19-06-2021 03:00
12130,22-05-2021 08:00,05-20-2021 09:00,20-05-2021 15:58,Vasai,239,HOMICIDE,29,F,Other,Other Crime,9,No,
12131,22-05-2021 20:00,05-20-2021 10:00,21-05-2021 08:47,Bangalore,545,COUNTERFEITING,66,F,Knife,Other Crime,3,Yes,14-07-2021 20:00
12132,23-05-2021 02:00,05-20-2021 11:00,20-05-2021 13:54,Delhi,244,CYBERCRIME,72,M,Firearm,Other Crime,18,Yes,26-07-2021 02:00
12133,21-05-2021 06:00,05-20-2021 12:00,21-05-2021 09:27,Chennai,102,TRAFFIC VIOLATION,17,F,Poison,Traffic Fatality,18,No,
12134,21-05-2021 19:00,05-20-2021 13:00,21-05-2021 00:57,Delhi,492,EXTORTION,32,F,Blunt Object,Other Crime,10,No,
12135,20-05-2021 21:00,05-20-2021 14:00,21-05-2021 12:03,Mumbai,419,COUNTERFEITING,40,M,Knife,Other Crime,10,Yes,04-06-2021 21:00
12136,22-05-2021 21:00,05-20-2021 15:00,20-05-2021 22:13,Bangalore,515,SHOPLIFTING,62,F,Knife,Other Crime,18,Yes,11-08-2021 21:00
12137,21-05-2021 14:00,05-20-2021 16:00,20-05-2021 16:40,Mumbai,158,HOMICIDE,25,F,Firearm,Other Crime,2,Yes,11-12-2022 14:00
12138,22-05-2021 09:00,05-20-2021 17:00,20-05-2021 17:38,Lucknow,590,DOMESTIC VIOLENCE,29,F,None,Violent Crime,16,No,
12139,21-05-2021 10:00,05-20-2021 18:00,21-05-2021 15:32,Delhi,571,ROBBERY,43,M,Poison,Violent Crime,18,Yes,02-07-2021 10:00
12140,23-05-2021 11:00,05-20-2021 19:00,21-05-2021 06:13,Patna,118,ARSON,15,F,Explosives,Fire Accident,5,Yes,03-07-2021 11:00
12141,22-05-2021 19:00,05-20-2021 20:00,21-05-2021 07:27,Delhi,131,SEXUAL ASSAULT,61,F,Explosives,Violent Crime,14,No,
12142,23-05-2021 03:00,05-20-2021 21:00,21-05-2021 01:43,Bangalore,214,FIREARM OFFENSE,48,F,None,Fire Accident,1,Yes,07-06-2021 03:00
12143,22-05-2021 22:00,05-20-2021 22:00,21-05-2021 19:25,Chennai,306,VEHICLE - STOLEN,16,M,Other,Violent Crime,11,No,
12144,21-05-2021 05:00,05-20-2021 23:00,21-05-2021 08:17,Hyderabad,396,KIDNAPPING,49,F,Poison,Other Crime,5,No,
12145,23-05-2021 11:00,05-21-2021 00:00,21-05-2021 04:55,Kolkata,272,SHOPLIFTING,58,M,Blunt Object,Other Crime,19,Yes,16-06-2021 11:00
12146,22-05-2021 16:00,05-21-2021 01:00,21-05-2021 17:55,Chennai,291,FRAUD,36,F,Other,Other Crime,6,Yes,08-07-2021 16:00
12147,22-05-2021 06:00,05-21-2021 02:00,21-05-2021 22:17,Bhopal,200,PUBLIC INTOXICATION,14,F,Knife,Other Crime,16,Yes,20-06-2021 06:00
12148,21-05-2021 10:00,05-21-2021 03:00,21-05-2021 10:01,Agra,340,HOMICIDE,15,M,Blunt Object,Other Crime,8,Yes,05-10-2022 10:00
12149,22-05-2021 17:00,05-21-2021 04:00,21-05-2021 08:55,Kolkata,490,ROBBERY,33,F,Knife,Violent Crime,18,Yes,18-10-2021 17:00
12150,22-05-2021 08:00,05-21-2021 05:00,21-05-2021 06:05,Delhi,142,FIREARM OFFENSE,61,F,None,Fire Accident,2,No,
12151,23-05-2021 12:00,05-21-2021 06:00,21-05-2021 10:22,Jaipur,468,DRUG OFFENSE,45,M,Firearm,Other Crime,3,Yes,03-08-2021 12:00
12152,22-05-2021 17:00,05-21-2021 07:00,22-05-2021 04:11,Pune,339,TRAFFIC VIOLATION,10,F,Explosives,Traffic Fatality,9,Yes,27-05-2021 17:00
12153,22-05-2021 04:00,05-21-2021 08:00,21-05-2021 19:03,Ahmedabad,143,HOMICIDE,21,M,Poison,Other Crime,3,Yes,18-05-2022 04:00
12154,23-05-2021 14:00,05-21-2021 09:00,21-05-2021 23:04,Chennai,322,IDENTITY THEFT,66,F,Knife,Violent Crime,5,Yes,04-08-2021 14:00
12155,23-05-2021 04:00,05-21-2021 10:00,21-05-2021 23:50,Mumbai,378,DOMESTIC VIOLENCE,57,F,Knife,Violent Crime,16,Yes,16-06-2021 04:00
12156,21-05-2021 17:00,05-21-2021 11:00,22-05-2021 00:55,Rajkot,355,ROBBERY,64,F,Poison,Violent Crime,15,Yes,14-08-2021 17:00
12157,24-05-2021 02:00,05-21-2021 12:00,22-05-2021 07:28,Mumbai,544,ARSON,10,F,Poison,Fire Accident,13,Yes,30-06-2021 02:00
12158,24-05-2021 03:00,05-21-2021 13:00,22-05-2021 08:03,Ahmedabad,443,KIDNAPPING,32,M,Poison,Other Crime,15,No,
12159,21-05-2021 22:00,05-21-2021 14:00,21-05-2021 18:36,Jaipur,332,BURGLARY,28,F,Blunt Object,Other Crime,10,No,
