Time_of_incidient,Year,Month,Weekday,Hour,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Police Deployed,Case Closed,Date Case Closed,Crime Domain_Fire Accident,Crime Domain_Other Crime,Crime Domain_Traffic Fatality,Crime Domain_Violent Crime,North_India,South_India,East_India,West_India,Central_India,lat,lon,Region,Weapon Category,Crime Domain
2021-05-22 13:46:00,2021,5,6,13,Ahmedabad,352,COUNTERFEITING,51,1,Other,9,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,23.0225,72.5714,West,Other,Other Crime
2021-05-22 05:44:00,2021,5,6,5,Chennai,400,SHOPLIFTING,62,1,Knife,12,0,Not Given,0.0,1.0,0.0,0.0,0,1,0,0,0,13.0827,80.2707,South,Sharp,Other Crime
2021-05-22 17:57:00,2021,5,6,17,Bangalore,397,VEHICLE - STOLEN,66,0,Other,17,1,02-06-2021 15:00,0.0,0.0,0.0,1.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Violent Crime
2021-05-22 12:16:00,2021,5,6,12,Pune,580,PUBLIC INTOXICATION,15,1,Firearm,5,1,23-05-2021 14:00,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Gun,Other Crime
2021-05-22 23:42:00,2021,5,6,23,Kalyan,250,EXTORTION,43,1,Firearm,12,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,19.2403,73.1305,West,Gun,Other Crime
2021-05-22 13:31:00,2021,5,6,13,Indore,599,DRUG OFFENSE,12,0,Other,10,1,12-06-2021 16:00,0.0,1.0,0.0,0.0,0,0,0,0,1,22.7196,75.8577,Central,Other,Other Crime
2021-05-22 17:54:00,2021,5,6,17,Chennai,194,EXTORTION,49,1,Explosives,2,1,04-06-2021 01:00,0.0,1.0,0.0,0.0,0,1,0,0,0,13.0827,80.2707,South,Other,Other Crime
2021-05-22 16:49:00,2021,5,6,16,Lucknow,421,DRUG OFFENSE,30,0,Poison,8,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,26.8467,80.9462,North,Other,Other Crime
2021-05-22 21:22:00,2021,5,6,21,Visakhapatnam,252,ASSAULT,79,0,Blunt Object,13,0,Not Given,0.0,0.0,0.0,1.0,0,1,0,0,0,17.6868,83.2185,South,Blunt,Violent Crime
2021-05-22 19:29:00,2021,5,6,19,Ahmedabad,349,EXTORTION,35,1,Explosives,5,1,12-06-2021 23:00,0.0,1.0,0.0,0.0,0,0,0,1,0,23.0225,72.5714,West,Other,Other Crime
2021-05-22 21:21:00,2021,5,6,21,Chennai,151,BURGLARY,50,1,Explosives,10,1,29-09-2021 08:00,0.0,1.0,0.0,0.0,0,1,0,0,0,13.0827,80.2707,South,Other,Other Crime
2021-05-23 04:49:00,2021,5,7,4,Delhi,480,HOMICIDE,41,1,Explosives,2,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Other,Other Crime
2021-05-22 21:56:00,2021,5,6,21,Mumbai,126,HOMICIDE,58,1,Poison,10,1,25-08-2022 16:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Other,Other Crime
2021-05-23 07:33:00,2021,5,7,7,Agra,430,DOMESTIC VIOLENCE,50,1,Other,6,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,27.1767,78.0081,North,Other,Violent Crime
2021-05-22 18:31:00,2021,5,6,18,Pune,351,EXTORTION,38,0,Explosives,11,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Other,Other Crime
2021-05-23 09:20:00,2021,5,7,9,Varanasi,583,TRAFFIC VIOLATION,67,1,Other,10,0,Not Given,0.0,0.0,1.0,0.0,1,0,0,0,0,25.3176,82.9739,North,Other,Traffic Fatality
2021-05-23 08:37:00,2021,5,7,8,Agra,459,BURGLARY,76,1,Poison,12,1,18-07-2021 20:00,0.0,1.0,0.0,0.0,1,0,0,0,0,27.1767,78.0081,North,Other,Other Crime
2021-05-23 12:03:00,2021,5,7,12,Delhi,572,DOMESTIC VIOLENCE,26,1,Blunt Object,2,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Blunt,Violent Crime
2021-05-23 07:39:00,2021,5,7,7,Bhopal,489,VEHICLE - STOLEN,17,1,Not Given,10,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,0,1,23.2599,77.4126,Central,Unknown,Violent Crime
2021-05-22 21:05:00,2021,5,6,21,Lucknow,418,EXTORTION,60,1,Explosives,15,1,13-08-2021 03:00,0.0,1.0,0.0,0.0,1,0,0,0,0,26.8467,80.9462,North,Other,Other Crime
2021-05-23 14:39:00,2021,5,7,14,Ahmedabad,571,DRUG OFFENSE,25,1,Other,19,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,23.0225,72.5714,West,Other,Other Crime
2021-05-22 22:19:00,2021,5,6,22,Delhi,360,EXTORTION,75,0,Explosives,18,1,26-07-2021 18:00,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Other,Other Crime
2021-05-23 02:45:00,2021,5,7,2,Mumbai,269,DRUG OFFENSE,54,1,Not Given,4,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Unknown,Other Crime
2021-05-23 20:23:00,2021,5,7,20,Hyderabad,469,COUNTERFEITING,71,0,Other,18,1,04-06-2021 18:00,0.0,1.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Other,Other Crime
2021-05-23 07:35:00,2021,5,7,7,Srinagar,129,ROBBERY,39,1,Explosives,15,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,34.0837,74.7973,North,Other,Violent Crime
2021-05-23 22:04:00,2021,5,7,22,Visakhapatnam,100,ROBBERY,64,0,Blunt Object,7,0,Not Given,0.0,0.0,0.0,1.0,0,1,0,0,0,17.6868,83.2185,South,Blunt,Violent Crime
2021-05-23 23:11:00,2021,5,7,23,Srinagar,164,CYBERCRIME,43,0,Poison,7,1,21-06-2021 07:00,0.0,1.0,0.0,0.0,1,0,0,0,0,34.0837,74.7973,North,Other,Other Crime
2021-05-23 17:28:00,2021,5,7,17,Jaipur,222,CYBERCRIME,29,1,Poison,14,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,26.9124,75.7873,North,Other,Other Crime
2021-05-23 13:59:00,2021,5,7,13,Delhi,265,FRAUD,58,1,Other,19,1,06-07-2021 19:00,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Other,Other Crime
2021-05-23 13:52:00,2021,5,7,13,Ahmedabad,445,SEXUAL ASSAULT,77,0,Blunt Object,19,1,15-01-2022 03:00,0.0,0.0,0.0,1.0,0,0,0,1,0,23.0225,72.5714,West,Blunt,Violent Crime
2021-05-23 22:47:00,2021,5,7,22,Mumbai,132,SEXUAL ASSAULT,25,0,Knife,6,1,23-11-2021 06:00,0.0,0.0,0.0,1.0,0,0,0,1,0,19.076,72.8777,West,Sharp,Violent Crime
2021-05-23 19:28:00,2021,5,7,19,Delhi,513,SEXUAL ASSAULT,47,0,Blunt Object,10,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Blunt,Violent Crime
2021-05-23 06:22:00,2021,5,7,6,Thane,255,KIDNAPPING,65,0,Knife,11,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,19.2183,72.9781,West,Sharp,Other Crime
2021-05-23 17:59:00,2021,5,7,17,Surat,261,DOMESTIC VIOLENCE,39,0,Explosives,9,1,29-06-2021 18:00,0.0,0.0,0.0,1.0,0,0,0,1,0,21.1702,72.8311,West,Other,Violent Crime
2021-05-23 11:55:00,2021,5,7,11,Rajkot,465,ROBBERY,46,1,Blunt Object,18,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,22.3039,70.8022,West,Blunt,Violent Crime
2021-05-23 21:57:00,2021,5,7,21,Surat,120,CYBERCRIME,19,1,Explosives,8,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,21.1702,72.8311,West,Other,Other Crime
2021-05-24 03:55:00,2021,5,1,3,Hyderabad,569,TRAFFIC VIOLATION,12,1,Explosives,4,0,Not Given,0.0,0.0,1.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Other,Traffic Fatality
2021-05-24 05:09:00,2021,5,1,5,Bangalore,249,DOMESTIC VIOLENCE,78,1,Firearm,2,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,0,0,12.9716,77.5946,Unknown,Gun,Violent Crime
2021-05-23 13:41:00,2021,5,7,13,Hyderabad,255,COUNTERFEITING,22,1,Poison,5,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Other,Other Crime
2021-05-23 17:56:00,2021,5,7,17,Pune,183,DRUG OFFENSE,11,1,Blunt Object,6,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Blunt,Other Crime
2021-05-24 08:12:00,2021,5,1,8,Thane,415,KIDNAPPING,27,1,Firearm,2,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,19.2183,72.9781,West,Gun,Other Crime
2021-05-24 01:06:00,2021,5,1,1,Ghaziabad,537,FIREARM OFFENSE,62,1,Firearm,5,1,07-07-2021 10:00,1.0,0.0,0.0,0.0,1,0,0,0,0,28.6692,77.4538,North,Gun,Fire Accident
2021-05-23 20:23:00,2021,5,7,20,Delhi,205,HOMICIDE,62,1,Explosives,10,1,13-11-2022 09:00,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Other,Other Crime
2021-05-24 01:46:00,2021,5,1,1,Vasai,570,TRAFFIC VIOLATION,29,1,Knife,10,0,Not Given,0.0,0.0,1.0,0.0,0,0,0,1,0,19.3919,72.8397,West,Sharp,Traffic Fatality
2021-05-23 20:04:00,2021,5,7,20,Ahmedabad,305,EXTORTION,71,0,Blunt Object,4,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,23.0225,72.5714,West,Blunt,Other Crime
2021-05-24 06:54:00,2021,5,1,6,Jaipur,111,TRAFFIC VIOLATION,17,0,Explosives,18,0,Not Given,0.0,0.0,1.0,0.0,1,0,0,0,0,26.9124,75.7873,North,Other,Traffic Fatality
2021-05-24 07:27:00,2021,5,1,7,Pune,134,DOMESTIC VIOLENCE,76,1,Not Given,17,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,18.5204,73.8567,West,Unknown,Violent Crime
2021-05-24 07:27:00,2021,5,1,7,Ghaziabad,146,VANDALISM,45,1,Explosives,8,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6692,77.4538,North,Other,Other Crime
2021-05-23 22:39:00,2021,5,7,22,Agra,163,PUBLIC INTOXICATION,12,0,Firearm,13,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,27.1767,78.0081,North,Gun,Other Crime
2021-05-24 14:34:00,2021,5,1,14,Bangalore,334,BURGLARY,43,1,Other,2,1,26-10-2021 01:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Other Crime
2021-05-24 00:27:00,2021,5,1,0,Bangalore,596,ILLEGAL POSSESSION,64,1,Poison,4,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Other Crime
2021-05-24 21:48:00,2021,5,1,21,Pune,490,ASSAULT,43,0,Not Given,10,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,18.5204,73.8567,West,Unknown,Violent Crime
2021-05-24 05:14:00,2021,5,1,5,Bangalore,136,DRUG OFFENSE,39,1,Explosives,6,1,13-08-2021 11:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Other Crime
2021-05-25 00:18:00,2021,5,2,0,Lucknow,449,VEHICLE - STOLEN,50,1,Poison,8,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,26.8467,80.9462,North,Other,Violent Crime
2021-05-24 11:10:00,2021,5,1,11,Jaipur,288,DOMESTIC VIOLENCE,66,0,Explosives,16,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,26.9124,75.7873,North,Other,Violent Crime
2021-05-25 01:07:00,2021,5,2,1,Delhi,204,ASSAULT,20,0,Firearm,5,1,06-08-2021 05:00,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Gun,Violent Crime
2021-05-24 09:43:00,2021,5,1,9,Kanpur,163,VEHICLE - STOLEN,54,1,Explosives,12,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,26.4499,80.3319,North,Other,Violent Crime
2021-05-24 17:47:00,2021,5,1,17,Delhi,230,SEXUAL ASSAULT,50,1,Explosives,9,1,26-04-2022 14:00,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Other,Violent Crime
2021-05-24 23:30:00,2021,5,1,23,Nashik,386,IDENTITY THEFT,76,1,Poison,6,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,19.9975,73.7898,West,Other,Violent Crime
2021-05-24 10:06:00,2021,5,1,10,Ahmedabad,166,FIREARM OFFENSE,15,1,Explosives,18,1,20-08-2021 20:00,1.0,0.0,0.0,0.0,0,0,0,1,0,23.0225,72.5714,West,Other,Fire Accident
2021-05-24 19:40:00,2021,5,1,19,Bangalore,141,VANDALISM,15,0,Other,15,1,17-06-2021 16:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Other Crime
2021-05-24 20:09:00,2021,5,1,20,Jaipur,583,DOMESTIC VIOLENCE,20,1,Blunt Object,17,1,12-06-2021 18:00,0.0,0.0,0.0,1.0,1,0,0,0,0,26.9124,75.7873,North,Blunt,Violent Crime
2021-05-24 13:01:00,2021,5,1,13,Bangalore,437,HOMICIDE,63,1,Poison,3,1,07-01-2023 05:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Other Crime
2021-05-25 09:28:00,2021,5,2,9,Kanpur,467,IDENTITY THEFT,16,0,Knife,18,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,26.4499,80.3319,North,Sharp,Violent Crime
2021-05-25 00:33:00,2021,5,2,0,Kolkata,360,DOMESTIC VIOLENCE,40,1,Firearm,5,0,Not Given,0.0,0.0,0.0,1.0,0,0,1,0,0,22.5726,88.3639,East,Gun,Violent Crime
2021-05-25 09:07:00,2021,5,2,9,Ghaziabad,257,SHOPLIFTING,77,0,Poison,7,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6692,77.4538,North,Other,Other Crime
2021-05-25 13:02:00,2021,5,2,13,Jaipur,412,KIDNAPPING,53,1,Poison,15,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,26.9124,75.7873,North,Other,Other Crime
2021-05-25 04:15:00,2021,5,2,4,Chennai,156,VEHICLE - STOLEN,41,1,Firearm,17,0,Not Given,0.0,0.0,0.0,1.0,0,1,0,0,0,13.0827,80.2707,South,Gun,Violent Crime
2021-05-24 20:58:00,2021,5,1,20,Mumbai,525,DRUG OFFENSE,26,0,Blunt Object,18,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Blunt,Other Crime
2021-05-25 01:36:00,2021,5,2,1,Pune,183,TRAFFIC VIOLATION,54,0,Firearm,6,0,Not Given,0.0,0.0,1.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Gun,Traffic Fatality
2021-05-25 01:53:00,2021,5,2,1,Bangalore,313,DOMESTIC VIOLENCE,62,1,Firearm,16,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,0,0,12.9716,77.5946,Unknown,Gun,Violent Crime
2021-05-25 13:39:00,2021,5,2,13,Kolkata,439,IDENTITY THEFT,63,1,Other,3,1,29-06-2021 16:00,0.0,0.0,0.0,1.0,0,0,1,0,0,22.5726,88.3639,East,Other,Violent Crime
2021-05-25 19:02:00,2021,5,2,19,Delhi,184,SEXUAL ASSAULT,47,1,Firearm,9,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Gun,Violent Crime
2021-05-25 18:54:00,2021,5,2,18,Surat,226,HOMICIDE,61,0,Firearm,1,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,21.1702,72.8311,West,Gun,Other Crime
2021-05-25 08:09:00,2021,5,2,8,Chennai,505,FRAUD,76,0,Blunt Object,12,0,Not Given,0.0,1.0,0.0,0.0,0,1,0,0,0,13.0827,80.2707,South,Blunt,Other Crime
2021-05-25 23:07:00,2021,5,2,23,Thane,462,CYBERCRIME,30,1,Knife,18,1,11-06-2021 07:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.2183,72.9781,West,Sharp,Other Crime
2021-05-25 21:29:00,2021,5,2,21,Mumbai,584,PUBLIC INTOXICATION,37,1,Not Given,6,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Unknown,Other Crime
2021-05-25 22:00:00,2021,5,2,22,Varanasi,316,KIDNAPPING,54,0,Explosives,4,1,19-06-2021 11:00,0.0,1.0,0.0,0.0,1,0,0,0,0,25.3176,82.9739,North,Other,Other Crime
2021-05-25 06:15:00,2021,5,2,6,Ludhiana,571,COUNTERFEITING,26,0,Firearm,15,1,30-07-2021 06:00,0.0,1.0,0.0,0.0,1,0,0,0,0,30.9,75.8573,North,Gun,Other Crime
2021-05-25 10:19:00,2021,5,2,10,Kalyan,531,FIREARM OFFENSE,56,0,Explosives,14,0,Not Given,1.0,0.0,0.0,0.0,0,0,0,1,0,19.2403,73.1305,West,Other,Fire Accident
2021-05-25 15:30:00,2021,5,2,15,Jaipur,280,EXTORTION,17,1,Blunt Object,10,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,26.9124,75.7873,North,Blunt,Other Crime
2021-05-25 14:29:00,2021,5,2,14,Mumbai,433,VANDALISM,31,1,Firearm,5,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Gun,Other Crime
2021-05-25 09:24:00,2021,5,2,9,Pune,567,DOMESTIC VIOLENCE,12,1,Other,5,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,18.5204,73.8567,West,Other,Violent Crime
2021-05-25 12:30:00,2021,5,2,12,Thane,111,DOMESTIC VIOLENCE,73,0,Not Given,19,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,19.2183,72.9781,West,Unknown,Violent Crime
2021-05-26 09:09:00,2021,5,3,9,Kanpur,341,HOMICIDE,61,1,Explosives,17,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,26.4499,80.3319,North,Other,Other Crime
2021-05-26 05:54:00,2021,5,3,5,Delhi,443,IDENTITY THEFT,22,1,Explosives,2,1,15-07-2021 03:00,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Other,Violent Crime
2021-05-26 04:01:00,2021,5,3,4,Kalyan,523,BURGLARY,42,1,Not Given,18,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,19.2403,73.1305,West,Unknown,Other Crime
2021-05-26 08:25:00,2021,5,3,8,Bangalore,589,ROBBERY,48,1,Explosives,19,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Violent Crime
2021-05-25 22:51:00,2021,5,2,22,Hyderabad,413,CYBERCRIME,32,1,Not Given,3,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Unknown,Other Crime
2021-05-26 14:58:00,2021,5,3,14,Mumbai,486,ARSON,28,0,Blunt Object,17,0,Not Given,1.0,0.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Blunt,Fire Accident
2021-05-26 15:09:00,2021,5,3,15,Mumbai,140,FRAUD,30,1,Blunt Object,19,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Blunt,Other Crime
2021-05-25 17:39:00,2021,5,2,17,Kanpur,416,PUBLIC INTOXICATION,77,1,Knife,12,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,26.4499,80.3319,North,Sharp,Other Crime
2021-05-25 22:38:00,2021,5,2,22,Surat,323,BURGLARY,44,1,Firearm,16,1,22-09-2021 11:00,0.0,1.0,0.0,0.0,0,0,0,1,0,21.1702,72.8311,West,Gun,Other Crime
2021-05-26 08:33:00,2021,5,3,8,Bhopal,308,FRAUD,35,1,Other,10,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,1,23.2599,77.4126,Central,Other,Other Crime
2021-05-26 02:40:00,2021,5,3,2,Mumbai,521,DRUG OFFENSE,66,0,Other,1,1,03-07-2021 13:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Other,Other Crime
2021-05-26 14:43:00,2021,5,3,14,Hyderabad,109,VEHICLE - STOLEN,34,0,Knife,16,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,0,0,17.385,78.4867,Unknown,Sharp,Violent Crime
2021-05-26 00:20:00,2021,5,3,0,Mumbai,108,SEXUAL ASSAULT,39,1,Other,6,1,23-09-2022 20:00,0.0,0.0,0.0,1.0,0,0,0,1,0,19.076,72.8777,West,Other,Violent Crime
2021-05-26 20:29:00,2021,5,3,20,Pune,492,PUBLIC INTOXICATION,25,1,Explosives,5,1,18-06-2021 14:00,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Other,Other Crime
2021-05-26 00:19:00,2021,5,3,0,Mumbai,564,COUNTERFEITING,71,1,Other,13,1,14-07-2021 23:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Other,Other Crime
2021-05-26 07:41:00,2021,5,3,7,Patna,577,ARSON,36,1,Poison,11,1,30-06-2021 19:00,1.0,0.0,0.0,0.0,0,0,1,0,0,25.5941,85.1376,East,Other,Fire Accident
2021-05-26 08:10:00,2021,5,3,8,Pune,534,VEHICLE - STOLEN,66,1,Not Given,2,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,18.5204,73.8567,West,Unknown,Violent Crime
2021-05-26 22:50:00,2021,5,3,22,Lucknow,407,ROBBERY,75,0,Not Given,18,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,26.8467,80.9462,North,Unknown,Violent Crime
2021-05-26 09:40:00,2021,5,3,9,Hyderabad,560,SEXUAL ASSAULT,43,1,Firearm,8,1,10-03-2023 01:00,0.0,0.0,0.0,1.0,0,0,0,0,0,17.385,78.4867,Unknown,Gun,Violent Crime
2021-05-26 20:32:00,2021,5,3,20,Chennai,202,DRUG OFFENSE,38,0,Firearm,4,0,Not Given,0.0,1.0,0.0,0.0,0,1,0,0,0,13.0827,80.2707,South,Gun,Other Crime
2021-05-26 11:55:00,2021,5,3,11,Patna,426,BURGLARY,40,1,Not Given,10,1,28-07-2021 23:00,0.0,1.0,0.0,0.0,0,0,1,0,0,25.5941,85.1376,East,Unknown,Other Crime
2021-05-26 18:26:00,2021,5,3,18,Delhi,145,KIDNAPPING,36,1,Not Given,13,1,09-08-2021 05:00,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Unknown,Other Crime
2021-05-26 22:31:00,2021,5,3,22,Agra,201,KIDNAPPING,23,1,Explosives,1,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,27.1767,78.0081,North,Other,Other Crime
2021-05-27 04:41:00,2021,5,4,4,Kolkata,555,SHOPLIFTING,56,1,Knife,5,0,Not Given,0.0,1.0,0.0,0.0,0,0,1,0,0,22.5726,88.3639,East,Sharp,Other Crime
2021-05-27 01:04:00,2021,5,4,1,Hyderabad,443,ARSON,21,1,Firearm,2,1,08-08-2021 23:00,1.0,0.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Gun,Fire Accident
2021-05-26 19:48:00,2021,5,3,19,Hyderabad,480,BURGLARY,48,0,Other,9,1,10-08-2021 12:00,0.0,1.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Other,Other Crime
2021-05-26 19:39:00,2021,5,3,19,Mumbai,352,EXTORTION,43,0,Explosives,10,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Other,Other Crime
2021-05-27 06:31:00,2021,5,4,6,Bangalore,101,VANDALISM,67,1,Not Given,11,1,25-06-2021 05:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Unknown,Other Crime
2021-05-26 21:58:00,2021,5,3,21,Delhi,106,VANDALISM,68,1,Knife,15,1,11-08-2021 08:00,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Sharp,Other Crime
2021-05-26 18:45:00,2021,5,3,18,Bhopal,391,DRUG OFFENSE,59,1,Knife,18,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,1,23.2599,77.4126,Central,Sharp,Other Crime
2021-05-27 09:11:00,2021,5,4,9,Nagpur,383,ROBBERY,31,1,Poison,14,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,0,1,21.1458,79.0882,Central,Other,Violent Crime
2021-05-26 17:37:00,2021,5,3,17,Kolkata,585,BURGLARY,79,1,Knife,15,1,30-10-2021 09:00,0.0,1.0,0.0,0.0,0,0,1,0,0,22.5726,88.3639,East,Sharp,Other Crime
2021-05-27 01:46:00,2021,5,4,1,Bangalore,570,COUNTERFEITING,36,1,Firearm,5,1,23-08-2021 13:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Gun,Other Crime
2021-05-26 20:25:00,2021,5,3,20,Delhi,382,EXTORTION,13,0,Other,2,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Other,Other Crime
2021-05-27 02:00:00,2021,5,4,2,Delhi,540,ASSAULT,74,1,Poison,9,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Other,Violent Crime
2021-05-27 20:05:00,2021,5,4,20,Ludhiana,475,KIDNAPPING,47,1,Other,16,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,30.9,75.8573,North,Other,Other Crime
2021-05-26 22:10:00,2021,5,3,22,Bangalore,181,PUBLIC INTOXICATION,60,1,Knife,6,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Sharp,Other Crime
2021-05-27 18:41:00,2021,5,4,18,Delhi,173,VANDALISM,76,1,Poison,19,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Other,Other Crime
2021-05-27 20:54:00,2021,5,4,20,Rajkot,230,CYBERCRIME,78,1,Not Given,1,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,22.3039,70.8022,West,Unknown,Other Crime
2021-05-27 22:09:00,2021,5,4,22,Pune,136,SHOPLIFTING,74,1,Explosives,19,1,12-07-2021 21:00,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Other,Other Crime
2021-05-28 01:23:00,2021,5,5,1,Pune,259,COUNTERFEITING,19,1,Other,17,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Other,Other Crime
2021-05-28 01:22:00,2021,5,5,1,Hyderabad,296,BURGLARY,25,1,Poison,3,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Other,Other Crime
2021-05-27 05:51:00,2021,5,4,5,Delhi,465,VEHICLE - STOLEN,54,0,Firearm,14,1,08-06-2021 18:00,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Gun,Violent Crime
